amount,oldbalanceOrg,newbalanceOrig,transaction_type,is_fraud
13017.32,14504.46,188228.07,CASH_IN,0
75828.74,140656.01,45429.82,CASH_OUT,1
2468.45,80505.27,77925.2,PAYMENT,0
2222.13,184008.01,121291.56,DEBIT,0
32367.79,130051.01,151067.79,PAYMENT,0
48869.43,18083.8,180330.68,PAYMENT,0
77043.04,189571.31,183094.6,PAYMENT,1
68332.7,51711.45,155328.01,DEBIT,1
44595.81,67442.5,45666.17,DEBIT,0
27369.93,80452.08,4961.87,CASH_IN,0
99712.48,10244.86,76754.79,DEBIT,1
42623.87,99303.08,28309.77,CASH_IN,0
45144.19,24663.7,142077.53,CASH_OUT,1
16370.75,80194.07,132226.12,CASH_IN,0
79483.01,70141.96,8794.33,PAYMENT,1
69371.29,154568.02,167318.76,TRANSFER,1
22084.75,160634.1,49748.65,TRANSFER,1
8247.28,30682.58,86445.42,PAYMENT,0
68053.13,73310.24,133586.75,CASH_IN,0
65454.58,74670.63,85883.76,PAYMENT,1
27333.22,30282.09,88257.56,DEBIT,0
95086.85,159690.7,13125.6,CASH_IN,1
15114.28,141445.67,80288.71,PAYMENT,0
43239.16,38076.36,152969.58,DEBIT,0
94362.16,73344.38,183035.27,DEBIT,0
41978.53,21161.0,82699.43,CASH_IN,0
63856.21,125641.32,84717.17,CASH_OUT,1
39765.46,24274.38,140525.42,CASH_OUT,1
27428.78,197186.83,188554.4,DEBIT,0
98397.93,156136.41,53412.19,CASH_OUT,1
40939.31,78047.71,88028.84,DEBIT,0
89410.98,115712.79,159194.65,CASH_OUT,1
23003.16,182268.36,121938.71,DEBIT,0
21318.34,110819.86,22117.27,DEBIT,0
3123.1,34899.7,125546.55,DEBIT,0
65170.17,75740.67,37349.26,DEBIT,0
36858.95,168628.97,102043.19,TRANSFER,1
86437.18,128842.6,105820.65,CASH_OUT,1
47326.26,130144.88,175240.67,DEBIT,0
96819.66,173364.3,92498.85,PAYMENT,1
18560.7,178794.61,55888.48,CASH_IN,0
86863.63,183958.51,46193.27,PAYMENT,0
77661.92,18969.84,174850.38,PAYMENT,0
77094.48,108825.2,34202.17,TRANSFER,1
84479.87,148101.9,85173.71,CASH_OUT,1
76104.79,151385.37,37434.62,TRANSFER,1
62625.77,121343.24,154660.81,CASH_OUT,1
13133.18,33357.47,94874.53,DEBIT,0
3262.29,159484.11,70228.74,TRANSFER,1
92085.58,144022.27,72219.93,CASH_IN,0
61668.86,17227.15,170442.84,CASH_OUT,1
79655.76,92761.96,110754.79,TRANSFER,1
48157.42,34795.48,143573.57,CASH_IN,0
11739.65,67495.41,179407.7,PAYMENT,0
12527.33,3616.22,180348.34,DEBIT,0
68559.67,80065.97,65701.81,DEBIT,0
43036.29,109975.38,190490.25,PAYMENT,0
20060.47,123916.52,4975.18,TRANSFER,1
49164.54,132698.07,75367.11,PAYMENT,0
6430.25,167258.26,179159.77,CASH_IN,0
58201.32,43092.58,54927.38,CASH_OUT,1
26906.65,24096.36,54616.29,TRANSFER,1
79757.93,170307.43,60524.46,CASH_OUT,1
31043.09,31322.56,122462.68,PAYMENT,0
45527.46,194952.02,87666.56,DEBIT,0
1171.94,168507.65,145346.97,CASH_OUT,1
7253.96,100175.32,178982.13,CASH_OUT,1
39255.43,196284.28,134839.87,DEBIT,0
47999.08,19475.35,40893.34,CASH_OUT,1
60006.05,60613.15,186536.38,CASH_OUT,1
29173.34,127644.88,52898.57,DEBIT,0
69501.24,70001.37,29978.86,DEBIT,0
86013.64,185674.51,17993.46,PAYMENT,1
77987.3,13125.22,112676.75,PAYMENT,0
3971.49,109882.37,22752.49,CASH_OUT,1
48055.89,118173.25,27755.18,TRANSFER,1
10501.97,130545.62,60006.1,PAYMENT,0
24212.08,51133.24,56330.6,PAYMENT,0
98666.39,72913.29,120847.9,TRANSFER,1
14258.13,168736.11,163349.06,TRANSFER,1
49893.83,38988.55,152269.93,DEBIT,0
61819.39,165373.57,52496.89,PAYMENT,0
70249.47,112531.08,49062.1,CASH_IN,0
55969.27,152437.5,193158.31,CASH_IN,0
986.99,142721.47,1647.25,CASH_OUT,1
32652.87,41502.3,175944.11,PAYMENT,0
51775.99,113762.55,39945.7,CASH_IN,1
8795.77,173544.63,189456.86,PAYMENT,0
35069.19,86423.25,68461.46,PAYMENT,0
3329.98,193318.15,88070.35,CASH_IN,0
7867.06,90443.02,141424.12,PAYMENT,0
39698.36,28557.13,117533.81,TRANSFER,1
13280.25,77886.94,63587.87,CASH_OUT,1
56758.41,190340.48,110766.18,DEBIT,1
68949.6,63944.17,146141.38,CASH_IN,0
80060.66,173619.63,8466.99,DEBIT,0
20023.02,176250.14,2239.86,CASH_OUT,1
16756.58,70037.3,91613.39,TRANSFER,1
10465.74,16651.53,26367.32,TRANSFER,1
63646.66,144911.58,132868.86,TRANSFER,1
70650.51,62302.46,42810.49,TRANSFER,1
3168.3,156584.72,86570.22,CASH_IN,0
93621.86,88530.97,39534.19,CASH_IN,0
5206.61,97053.35,109696.72,PAYMENT,0
54134.22,155581.88,23210.69,PAYMENT,1
70908.96,76472.67,4621.37,CASH_OUT,1
87098.2,88625.47,10226.33,PAYMENT,1
71411.55,75238.09,190851.69,CASH_OUT,1
80174.79,73468.1,28457.24,CASH_OUT,1
33951.62,105189.32,141695.65,CASH_OUT,1
81484.36,161759.89,13585.24,TRANSFER,1
8020.68,72353.66,21632.07,DEBIT,0
89482.72,104850.94,101775.25,DEBIT,0
54763.76,134145.47,92974.19,CASH_IN,1
81731.6,53887.89,190316.06,CASH_OUT,1
45237.31,55504.56,188967.09,TRANSFER,1
64361.33,186682.63,155921.73,PAYMENT,0
52645.0,144706.91,120420.37,PAYMENT,1
73161.64,115437.34,90992.06,CASH_IN,0
8172.18,129544.01,71235.71,CASH_IN,0
6044.6,5859.89,189417.51,CASH_OUT,1
24717.85,123620.59,120581.76,CASH_OUT,1
15962.87,101901.77,115814.51,PAYMENT,0
87179.64,109149.94,46380.22,PAYMENT,0
21929.21,71884.77,9339.56,PAYMENT,0
97586.77,16294.78,189037.72,PAYMENT,0
33696.21,38667.85,62747.05,DEBIT,0
18219.97,190148.94,88517.8,CASH_OUT,1
78971.95,81739.91,22927.99,CASH_OUT,1
65874.19,93336.63,167384.87,PAYMENT,0
49824.59,10541.96,5526.37,TRANSFER,1
55540.8,7513.25,166798.15,PAYMENT,1
71922.99,143436.29,28057.0,CASH_IN,1
22853.19,107618.93,177312.82,TRANSFER,1
99633.43,101741.2,145954.53,CASH_IN,1
97479.57,48624.91,32934.05,TRANSFER,1
65036.07,148950.15,113163.6,CASH_IN,0
19962.25,33647.32,62531.26,PAYMENT,0
68026.02,37986.95,35646.62,PAYMENT,1
7229.12,92142.43,171836.44,TRANSFER,1
3074.94,57255.97,80704.55,CASH_IN,0
25775.71,49492.6,79708.74,DEBIT,0
46267.67,129047.53,33977.33,TRANSFER,1
86828.57,130194.35,76613.14,TRANSFER,1
72719.64,164903.41,174323.37,CASH_OUT,1
74273.23,83541.71,72625.74,TRANSFER,1
42555.08,14617.02,190320.71,DEBIT,0
34600.04,54733.28,189261.78,PAYMENT,0
37110.17,196001.09,28979.73,CASH_IN,0
98765.08,119251.72,35462.25,CASH_OUT,1
4020.52,141947.42,172534.81,CASH_IN,0
86704.48,1471.57,78552.18,PAYMENT,1
57871.75,103641.15,874.8,TRANSFER,1
43867.16,7505.73,54774.36,DEBIT,0
72528.51,113846.04,119525.8,CASH_OUT,1
48672.03,184154.17,159853.19,DEBIT,0
87343.59,193683.83,26677.72,DEBIT,0
90071.18,108110.54,22108.27,DEBIT,0
42177.88,91640.96,184418.53,DEBIT,0
27690.01,189003.42,150229.67,PAYMENT,0
59239.11,134721.97,117955.92,DEBIT,0
91237.21,12979.86,153837.36,DEBIT,0
21074.11,93145.12,85770.87,PAYMENT,0
62300.43,48049.0,151691.15,CASH_IN,1
63159.71,93960.86,74360.6,PAYMENT,0
73313.97,91093.11,48818.91,TRANSFER,1
13165.45,116428.96,145802.68,PAYMENT,0
71585.34,71354.1,83934.46,CASH_IN,0
90904.16,32854.09,196275.42,TRANSFER,1
17976.51,100743.89,69897.04,TRANSFER,1
23761.96,166040.58,184345.48,CASH_OUT,1
97139.8,132802.45,186592.51,DEBIT,0
18105.89,67673.57,48370.59,TRANSFER,1
85439.97,187104.6,159644.24,TRANSFER,1
49232.86,182441.51,86614.9,CASH_IN,0
24730.64,41869.68,183504.95,TRANSFER,1
87076.28,7883.52,90024.85,CASH_IN,0
44536.07,148261.74,148860.74,DEBIT,0
51486.59,165522.05,93393.48,CASH_OUT,1
35929.74,193572.91,45560.15,CASH_OUT,1
59299.16,177967.28,39870.03,DEBIT,1
16360.75,120106.95,85086.24,DEBIT,0
39114.24,106010.47,151098.93,PAYMENT,0
96941.54,5568.21,121014.3,TRANSFER,1
25820.76,49331.29,137725.86,TRANSFER,1
65677.1,91922.95,56465.27,TRANSFER,1
32525.75,125700.78,96287.07,CASH_IN,0
77349.58,111450.37,8879.05,PAYMENT,1
13096.06,148527.2,163506.48,TRANSFER,1
96982.41,55953.39,197978.43,CASH_IN,0
45384.42,112990.52,81375.81,CASH_IN,0
23612.69,17628.45,2192.73,CASH_OUT,1
7358.94,82733.1,33958.53,CASH_IN,0
16984.09,150032.17,130505.38,DEBIT,0
51982.2,138680.17,122415.86,CASH_IN,1
33706.95,198128.55,157572.94,DEBIT,0
82890.05,55578.23,50776.8,DEBIT,0
43094.44,99637.86,152726.38,CASH_OUT,1
24878.94,65906.08,137596.8,CASH_OUT,1
61718.33,88120.62,64562.9,CASH_IN,1
70680.65,171390.03,109097.63,CASH_OUT,1
16712.52,136841.82,29454.76,CASH_OUT,1
16770.25,176488.24,90512.9,TRANSFER,1
3676.78,40702.22,176239.47,CASH_IN,0
73642.84,174672.22,84238.28,CASH_IN,0
66383.81,11952.45,167913.34,CASH_IN,0
47468.34,177719.86,118050.67,CASH_OUT,1
84418.6,65814.76,38375.34,CASH_OUT,1
80568.96,62917.53,116221.25,DEBIT,1
58539.58,102417.72,101196.67,PAYMENT,0
86828.45,188138.04,79728.27,PAYMENT,0
20592.06,9556.27,23926.09,PAYMENT,0
11200.84,70446.2,83341.73,TRANSFER,1
26982.26,171314.4,14552.48,CASH_OUT,1
5718.11,79210.9,19753.81,DEBIT,0
53121.64,39831.38,83183.31,DEBIT,1
93661.2,84958.84,61076.3,PAYMENT,0
3943.96,77110.5,185108.87,TRANSFER,1
12219.77,183083.24,75141.16,TRANSFER,1
45225.38,152386.88,151571.62,PAYMENT,0
93388.16,101023.11,106049.51,PAYMENT,0
31622.45,197674.11,140817.13,CASH_OUT,1
50728.41,93055.51,52023.2,TRANSFER,1
4166.87,11647.57,188380.99,DEBIT,0
14842.84,52454.86,106017.7,PAYMENT,0
98663.15,87214.1,166264.81,CASH_OUT,1
96512.22,31380.52,73009.14,DEBIT,1
503.95,189513.03,20042.27,TRANSFER,1
95181.66,153369.78,134742.33,PAYMENT,0
63915.6,53657.44,1551.93,PAYMENT,1
86793.15,118160.91,95058.6,CASH_OUT,1
45479.44,144289.83,38560.38,CASH_OUT,1
51564.45,188255.79,125475.1,TRANSFER,1
48889.77,176327.07,195883.97,PAYMENT,0
66689.76,103038.45,92880.58,CASH_OUT,1
13973.73,154930.52,163499.65,PAYMENT,0
3007.06,112428.95,101556.84,TRANSFER,1
30799.91,110540.78,99168.01,PAYMENT,0
70471.03,22948.39,186084.7,DEBIT,0
20193.33,25227.53,177993.17,PAYMENT,0
67346.51,105906.72,157160.09,CASH_IN,0
96991.51,53772.31,59251.15,CASH_IN,0
9399.13,4207.38,109001.68,TRANSFER,1
67263.49,144567.84,44779.45,TRANSFER,1
44380.58,6497.32,88783.34,TRANSFER,1
86815.54,119055.37,96842.61,DEBIT,1
17723.21,107838.76,166328.01,DEBIT,0
69265.67,193762.94,179205.67,PAYMENT,0
83813.15,96842.63,82924.01,CASH_OUT,1
94461.98,12720.29,3540.89,CASH_IN,1
68327.97,110337.59,172354.77,CASH_IN,1
49722.5,168219.23,34855.74,CASH_IN,0
61788.55,199369.86,124376.39,PAYMENT,1
86891.81,86068.63,4994.18,PAYMENT,0
57065.27,64059.75,79901.3,TRANSFER,1
3048.4,181330.66,197192.06,CASH_OUT,1
93095.56,38248.43,20138.72,TRANSFER,1
68955.78,123085.78,84738.63,PAYMENT,0
67654.57,81142.88,61429.99,DEBIT,1
21575.36,8216.47,181017.62,TRANSFER,1
65891.96,69457.69,173868.02,PAYMENT,1
39392.5,53045.7,47539.75,PAYMENT,0
65126.79,137218.23,16237.56,DEBIT,0
10668.24,189758.1,125427.68,DEBIT,0
65787.95,53609.44,67273.74,DEBIT,1
99941.38,162293.19,134416.88,CASH_OUT,1
4830.72,11071.96,6423.95,PAYMENT,0
97717.65,107624.2,26679.85,DEBIT,1
40696.73,14110.01,137274.45,CASH_OUT,1
87076.64,186806.6,42474.13,CASH_IN,1
78240.72,153270.26,171517.54,CASH_IN,1
56705.96,131589.98,11718.18,CASH_IN,0
73847.54,164779.28,43096.4,PAYMENT,0
87852.77,129503.96,199712.05,CASH_OUT,1
40419.99,193788.88,86615.22,CASH_OUT,1
32710.05,142791.59,140593.13,CASH_IN,0
66762.66,184931.72,36532.61,TRANSFER,1
80786.52,103426.38,121973.75,CASH_IN,0
76230.89,23412.88,145221.21,PAYMENT,0
79783.39,105635.54,62895.33,CASH_IN,1
43563.98,25374.57,165779.42,CASH_IN,0
81785.24,118498.7,120683.52,CASH_OUT,1
12029.7,96498.61,77824.6,CASH_IN,0
54453.46,124515.08,111528.48,DEBIT,0
585.81,2009.4,115352.17,DEBIT,0
32465.34,38968.1,33107.06,TRANSFER,1
36652.49,98266.09,80546.47,PAYMENT,0
39623.31,190100.71,68686.12,PAYMENT,0
69549.77,76721.81,80180.54,CASH_OUT,1
38861.92,84874.41,152222.12,PAYMENT,0
44874.88,142939.22,96507.68,TRANSFER,1
23762.04,120758.55,188063.23,DEBIT,0
37331.45,59785.23,58735.28,CASH_OUT,1
22734.69,82163.28,83140.72,DEBIT,0
7328.86,43539.96,157391.36,TRANSFER,1
60348.82,193204.29,109204.92,CASH_OUT,1
66824.6,26126.88,109405.63,CASH_IN,0
61952.84,74367.36,10668.03,PAYMENT,1
46354.77,5167.79,79719.93,TRANSFER,1
37984.78,44355.9,54146.75,CASH_OUT,1
86334.73,156094.23,199867.02,DEBIT,0
51912.99,40235.05,61671.01,CASH_OUT,1
47923.4,16012.68,176899.31,CASH_IN,0
2573.95,94890.64,135246.75,TRANSFER,1
34131.37,1993.85,68183.28,CASH_OUT,1
38025.76,16953.23,108706.88,TRANSFER,1
39888.29,161525.17,168107.18,TRANSFER,1
58021.44,154294.67,176673.66,DEBIT,0
53364.92,183027.76,32078.78,PAYMENT,0
60794.43,170903.09,67914.63,CASH_IN,1
76490.68,136635.11,67044.64,CASH_OUT,1
81300.44,10466.57,8408.96,PAYMENT,0
71815.13,156569.72,119647.55,DEBIT,0
95552.81,169102.16,170964.01,PAYMENT,1
1833.08,159816.43,76314.88,TRANSFER,1
19585.84,101695.81,148007.19,TRANSFER,1
766.21,46580.37,125540.08,CASH_IN,0
64751.0,169066.0,75129.75,CASH_OUT,1
89804.07,145432.56,28211.96,CASH_OUT,1
24355.79,196152.23,141864.77,DEBIT,0
92704.18,31138.52,170913.03,CASH_IN,1
6036.14,45132.92,137170.9,CASH_OUT,1
93444.26,42359.63,3575.7,TRANSFER,1
35168.75,158507.95,43246.58,CASH_IN,0
10151.07,37381.46,13896.0,PAYMENT,0
48592.32,13331.97,114077.22,CASH_IN,0
25685.09,199712.16,151295.54,CASH_IN,0
28494.44,4963.44,22115.84,CASH_OUT,1
30735.92,167048.81,167667.56,DEBIT,0
80304.56,73073.37,111101.8,DEBIT,1
53920.74,168323.09,137993.8,CASH_OUT,1
31137.66,110924.1,194280.37,CASH_OUT,1
61037.27,180326.25,16736.2,CASH_OUT,1
71617.91,185238.6,180244.8,DEBIT,1
27269.67,1819.64,25220.54,CASH_OUT,1
41360.77,15082.44,78591.76,PAYMENT,0
12197.39,50071.75,170287.74,PAYMENT,0
18123.12,133863.08,181250.85,TRANSFER,1
68114.97,177654.44,101274.33,PAYMENT,1
18152.02,91988.39,118820.93,CASH_IN,0
52521.09,121394.62,141629.47,TRANSFER,1
70907.54,37699.97,166551.73,PAYMENT,1
10696.62,160993.37,24302.23,CASH_IN,0
56735.55,193465.62,162013.86,PAYMENT,1
25663.71,53719.79,96255.23,CASH_IN,0
96293.06,98965.19,90124.69,CASH_OUT,1
48359.73,17223.22,84779.95,CASH_IN,0
80601.2,111827.33,101842.32,CASH_OUT,1
55027.15,100556.69,189010.11,CASH_IN,0
4350.82,28887.3,109640.75,CASH_IN,0
63318.81,88413.24,190635.51,PAYMENT,1
95140.82,66820.93,36058.03,CASH_IN,0
60165.17,104366.18,144827.2,PAYMENT,0
81920.69,117130.87,162447.91,CASH_IN,0
88421.8,1699.12,135825.77,DEBIT,1
22815.7,152201.2,121384.46,TRANSFER,1
21212.36,142602.86,112962.56,PAYMENT,0
61101.99,73257.28,172186.1,PAYMENT,1
41108.74,10587.19,164329.32,CASH_OUT,1
83987.73,150986.51,24457.74,DEBIT,0
90003.31,191035.03,169717.53,CASH_OUT,1
35348.6,48030.32,82813.72,DEBIT,0
23694.69,64704.92,50739.37,DEBIT,0
78054.75,36762.58,173953.71,CASH_IN,1
27487.86,115387.22,86404.96,CASH_OUT,1
82263.21,30968.28,161672.94,TRANSFER,1
42379.59,71238.79,52680.72,DEBIT,0
66758.31,139402.6,785.86,DEBIT,0
9562.58,112023.2,99091.84,PAYMENT,0
62389.69,77292.51,20045.65,CASH_IN,0
45182.25,84049.92,150875.19,TRANSFER,1
58664.98,112422.18,55215.03,DEBIT,0
16809.74,1172.95,88729.13,PAYMENT,0
73690.01,15701.97,17406.71,CASH_OUT,1
86281.08,176251.61,57331.85,DEBIT,0
21681.81,15575.8,156298.05,PAYMENT,0
9580.5,141360.72,30317.58,CASH_OUT,1
2373.62,184007.63,129431.91,CASH_IN,0
64200.73,54136.72,183485.17,CASH_OUT,1
60713.33,74098.29,135967.35,DEBIT,1
54674.27,113784.28,162204.34,TRANSFER,1
23202.39,176341.79,21794.33,CASH_OUT,1
39096.69,188381.12,50146.37,TRANSFER,1
59451.69,147912.65,178907.77,TRANSFER,1
49681.72,17323.95,143021.12,CASH_OUT,1
98778.67,133830.83,127910.77,CASH_IN,1
13652.61,82060.74,132753.35,CASH_OUT,1
69517.5,94140.2,82840.11,PAYMENT,0
40437.83,9829.68,8911.33,TRANSFER,1
42825.68,38212.43,156888.31,DEBIT,0
71762.6,158102.72,135742.65,TRANSFER,1
69246.69,90791.77,94560.89,DEBIT,1
99125.69,60332.45,179951.92,PAYMENT,1
12848.15,76803.81,67231.93,PAYMENT,0
10419.92,170879.9,58864.35,PAYMENT,0
72436.64,149799.8,174559.27,CASH_OUT,1
57842.91,54463.08,159397.53,TRANSFER,1
27423.33,23500.37,102995.96,DEBIT,0
7951.14,50399.64,26146.95,PAYMENT,0
8574.97,184151.29,43014.29,PAYMENT,0
89420.15,116317.77,131245.6,DEBIT,1
19194.81,106696.04,77008.25,TRANSFER,1
32343.92,119278.72,167294.64,TRANSFER,1
22673.37,73205.65,189991.0,DEBIT,0
35506.08,161421.4,161127.39,CASH_IN,0
6951.69,104657.25,75509.08,TRANSFER,1
51910.79,23349.58,157737.29,DEBIT,1
6770.58,25813.02,70288.33,DEBIT,0
80037.65,107371.83,33420.02,PAYMENT,1
23378.87,187314.04,6678.64,DEBIT,0
54005.79,61670.42,77143.34,CASH_OUT,1
88009.11,173908.23,180711.86,PAYMENT,0
65091.23,152819.12,47797.32,PAYMENT,0
53300.45,49562.49,41302.63,TRANSFER,1
32440.13,7268.15,193964.16,CASH_IN,0
33306.86,20369.45,5000.82,TRANSFER,1
66952.0,145698.79,157156.43,CASH_OUT,1
99413.99,39933.95,64273.99,PAYMENT,1
66187.3,74254.18,7497.59,PAYMENT,1
55782.76,100339.83,183560.51,DEBIT,0
73067.74,145093.63,27928.47,CASH_IN,1
46525.91,22646.24,110355.86,CASH_IN,0
6023.63,81273.28,54810.84,DEBIT,0
56234.06,97014.58,13038.56,CASH_OUT,1
95762.95,108165.41,9984.5,CASH_IN,1
17538.54,163672.13,23111.34,PAYMENT,0
69003.59,34335.64,14273.4,CASH_OUT,1
20101.36,161566.29,152111.62,TRANSFER,1
53587.41,138575.69,97113.24,TRANSFER,1
9676.68,111174.16,68578.42,CASH_OUT,1
45042.59,139905.57,83673.78,PAYMENT,0
75618.77,82403.55,185789.35,TRANSFER,1
34763.68,27679.52,182150.36,PAYMENT,0
66494.52,133153.05,143135.3,DEBIT,0
79547.04,104934.46,176936.48,CASH_IN,0
92718.51,127874.96,63929.61,CASH_OUT,1
23471.86,67599.76,76221.87,CASH_IN,0
39937.6,181373.32,122742.44,DEBIT,0
15250.08,117473.97,124725.19,TRANSFER,1
99248.43,17080.5,96339.97,PAYMENT,0
92700.83,89960.8,80131.57,PAYMENT,0
54000.31,151271.21,197236.06,DEBIT,1
84204.91,158826.91,164224.73,CASH_OUT,1
52100.59,98919.41,86996.04,CASH_IN,1
62362.33,178949.51,145458.5,TRANSFER,1
8921.55,53533.69,53912.34,CASH_OUT,1
75529.49,82119.74,20033.87,DEBIT,1
12780.07,179719.38,70486.21,DEBIT,0
82608.5,179251.34,80594.56,PAYMENT,1
78204.99,137142.55,3307.42,TRANSFER,1
70877.38,171796.11,162958.4,CASH_OUT,1
3625.68,17754.65,71838.68,PAYMENT,0
30319.8,172999.0,116083.63,TRANSFER,1
26318.63,64123.98,14792.64,CASH_IN,0
36020.04,35666.3,34999.37,CASH_IN,0
8773.4,47873.97,177938.75,PAYMENT,0
93696.41,83593.7,121737.51,CASH_OUT,1
55384.69,50238.4,190056.81,TRANSFER,1
30559.38,64113.52,199750.01,CASH_IN,0
39704.18,26995.7,74372.02,CASH_IN,0
44725.78,59235.35,59760.61,CASH_OUT,1
60063.43,114456.76,171671.21,PAYMENT,0
51572.79,88370.74,199722.29,DEBIT,0
91940.0,69343.75,125928.25,TRANSFER,1
49701.38,149290.43,159028.14,CASH_IN,0
99215.88,178701.99,156349.17,DEBIT,1
85143.98,151357.84,71067.94,CASH_OUT,1
20858.97,66400.14,114854.08,PAYMENT,0
93060.22,148888.43,166611.39,TRANSFER,1
11645.48,30396.04,137622.78,CASH_OUT,1
81746.8,26063.6,4232.76,PAYMENT,1
38068.52,69125.41,67341.13,CASH_OUT,1
87798.65,161540.47,28895.14,CASH_IN,0
86806.99,49269.65,46594.44,CASH_IN,0
80594.48,12650.68,181097.9,DEBIT,0
79005.14,26341.91,7378.66,CASH_OUT,1
30474.87,171748.99,43960.14,CASH_IN,0
8101.12,126756.66,61913.87,PAYMENT,0
40303.99,50640.23,123376.81,DEBIT,0
17360.72,111059.17,106820.34,TRANSFER,1
69498.16,105515.92,43653.9,CASH_OUT,1
34616.51,131087.2,32848.21,CASH_IN,0
97561.26,46637.51,47359.61,PAYMENT,0
64100.8,172880.6,100505.93,CASH_OUT,1
82249.83,61873.71,54235.56,PAYMENT,0
13261.14,138826.33,189520.5,DEBIT,0
86202.83,3224.93,92773.04,CASH_IN,0
92276.49,74531.43,11759.2,CASH_IN,0
48711.32,70341.96,145853.28,DEBIT,0
60629.23,108696.89,65769.06,PAYMENT,1
76483.33,14547.25,130697.79,CASH_OUT,1
17492.11,158026.27,55918.87,PAYMENT,0
50261.58,43556.16,114148.75,CASH_OUT,1
39872.32,135407.56,154430.5,DEBIT,0
14645.94,160642.42,185601.75,TRANSFER,1
36759.77,112375.39,52225.43,CASH_OUT,1
6826.55,148176.64,66971.39,CASH_IN,0
2590.93,132372.06,92853.28,CASH_IN,0
13525.28,71105.96,185434.97,CASH_IN,0
96311.88,161771.71,180277.37,PAYMENT,0
54957.46,58940.27,17975.66,PAYMENT,0
96582.56,114242.58,26385.97,PAYMENT,0
43255.46,149079.55,99101.84,CASH_IN,0
31188.5,75791.18,21323.85,CASH_OUT,1
50619.12,60553.52,69116.17,CASH_IN,0
43956.77,91869.2,29677.08,CASH_OUT,1
10575.41,163592.7,127208.07,PAYMENT,0
64086.22,185984.35,189899.09,TRANSFER,1
21611.66,109016.68,199346.75,PAYMENT,0
61962.6,132293.24,75048.23,DEBIT,1
65023.61,180654.72,119802.53,CASH_OUT,1
15210.97,19709.37,171253.53,TRANSFER,1
6144.35,46415.72,23492.41,PAYMENT,0
78078.35,141780.0,137912.88,TRANSFER,1
45985.44,164748.89,81768.73,CASH_IN,0
5825.8,171405.81,41229.23,CASH_OUT,1
99486.68,83021.44,80550.72,DEBIT,0
5787.48,17867.98,15192.06,CASH_IN,0
69506.57,87556.3,139081.43,TRANSFER,1
98368.06,46146.92,50548.53,PAYMENT,1
23925.62,58239.29,62281.13,CASH_OUT,1
14233.51,154453.51,24216.26,DEBIT,0
12147.28,15105.42,172931.82,PAYMENT,0
30334.48,165516.24,98688.86,DEBIT,0
10113.57,85533.82,114429.38,CASH_OUT,1
69219.21,119212.79,113886.54,TRANSFER,1
6238.56,17930.45,82098.62,DEBIT,0
50947.12,67471.82,38505.98,CASH_OUT,1
99669.72,17940.18,149026.55,DEBIT,0
81398.89,192308.74,25411.25,PAYMENT,0
61525.79,161452.33,20774.76,DEBIT,1
30632.3,91926.55,142029.01,PAYMENT,0
62393.34,44720.51,41767.4,PAYMENT,0
52708.88,186691.02,61354.55,CASH_OUT,1
42614.08,68919.32,95045.49,CASH_IN,0
13079.73,32196.89,89870.26,DEBIT,0
88661.56,112632.88,141715.83,TRANSFER,1
44983.97,188754.82,124686.36,PAYMENT,0
19470.3,766.06,128879.23,CASH_IN,0
36782.26,47624.97,142810.87,PAYMENT,0
41418.83,187689.53,58522.55,CASH_IN,0
82755.51,34217.19,64466.66,CASH_IN,1
73364.1,22648.69,87599.55,TRANSFER,1
76932.8,114037.44,61492.43,CASH_IN,1
1113.02,172368.76,196987.57,TRANSFER,1
41621.24,95421.96,162810.39,CASH_OUT,1
48139.6,198912.85,32930.94,PAYMENT,0
1929.04,135834.34,1118.83,TRANSFER,1
25988.72,14814.98,8556.65,PAYMENT,0
76031.38,198566.43,48812.69,DEBIT,0
13719.6,81578.85,22858.26,CASH_OUT,1
53535.66,57480.51,106667.62,DEBIT,0
21528.04,111575.84,171599.04,DEBIT,0
1221.96,60861.52,147350.04,CASH_IN,0
24127.73,17291.5,43121.81,CASH_IN,0
97587.62,285.67,79859.85,DEBIT,1
80155.7,89916.67,101578.84,CASH_IN,0
95958.07,167372.68,162041.17,PAYMENT,1
48790.53,114463.04,167824.32,CASH_IN,0
10982.52,199841.46,181943.66,DEBIT,0
54800.47,57369.33,101849.05,CASH_IN,1
45443.19,56091.01,138854.95,CASH_IN,0
84437.26,31949.89,22360.07,TRANSFER,1
9817.28,32812.72,113057.79,TRANSFER,1
48829.23,57037.32,49738.36,DEBIT,0
15013.37,158568.01,86343.38,PAYMENT,0
32474.35,181151.36,126810.1,CASH_OUT,1
73738.33,195017.43,51397.19,CASH_OUT,1
47607.05,46457.93,10437.01,DEBIT,0
37595.07,176259.51,2046.77,PAYMENT,0
39453.68,65651.02,4431.91,PAYMENT,0
45950.08,22568.11,1669.95,PAYMENT,0
78503.8,174004.99,22071.01,TRANSFER,1
89209.55,127221.13,47897.74,DEBIT,1
95533.92,32946.18,44244.3,CASH_OUT,1
78692.47,85966.25,197359.32,PAYMENT,0
31547.54,57451.54,61201.22,DEBIT,0
68816.59,147358.91,25484.16,CASH_OUT,1
43765.94,90683.25,109112.51,TRANSFER,1
25474.52,197855.99,171591.49,CASH_IN,0
84088.75,10949.0,135612.08,CASH_OUT,1
3852.25,71003.05,59216.42,CASH_OUT,1
